Order ID,Order Date,Customer ID,Customer Segment,Region,State,Product Category,Product Name,Sales,Quantity,Discount,Profit
SO-101526,2023-12-29,CUST-1880,Corporate,South,Florida,Technology,Cloud Security Suite,8632.13,6,0.0,2869.28
SO-101625,2024-06-14,CUST-1423,Corporate,Central,Missouri,Office Supplies,Printer Paper Case,632.4,3,0.1,83.89
SO-100728,2024-09-09,CUST-1675,Home Office,South,Louisiana,Furniture,Filing Cabinet,3821.54,3,0.05,392.44
SO-100465,2025-08-17,CUST-1372,Corporate,East,Massachusetts,Office Supplies,Desk Organizer,1087.91,8,0.0,303.68
SO-100135,2024-09-19,CUST-1810,Consumer,West,Arizona,Furniture,Filing Cabinet,844.18,6,0.0,219.21
SO-100840,2023-03-02,CUST-1129,Corporate,West,Colorado,Technology,Cloud Security Suite,312.84,1,0.0,57.55
SO-101941,2025-09-19,CUST-1757,Corporate,Central,Missouri,Office Supplies,Toner Cartridge,356.43,2,0.2,39.61
SO-102332,2024-11-13,CUST-1219,Consumer,South,North Carolina,Office Supplies,Ballpoint Pen Set,235.46,2,0.1,29.25
SO-100706,2024-08-13,CUST-1712,Home Office,Central,Illinois,Technology,Wireless Keyboard,372.62,1,0.2,70.82
SO-100234,2024-10-06,CUST-1867,Consumer,South,Georgia,Technology,Noise-Canceling Headset,4518.71,4,0.0,1483.29
SO-101407,2025-05-24,CUST-1250,Consumer,South,Louisiana,Technology,Noise-Canceling Headset,1045.11,1,0.0,282.87
SO-100880,2023-08-08,CUST-1718,Home Office,West,California,Furniture,Conference Table,1160.49,1,0.05,165.03
SO-102109,2023-05-15,CUST-1068,Corporate,West,California,Office Supplies,Ballpoint Pen Set,815.23,3,0.0,123.2
SO-100569,2023-05-03,CUST-1866,Corporate,West,Oregon,Technology,Cloud Security Suite,2614.81,2,0.15,593.31
SO-101476,2023-01-31,CUST-1366,Corporate,East,Virginia,Furniture,Filing Cabinet,1111.2,1,0.2,-23.38
SO-101042,2024-10-04,CUST-1720,Home Office,South,North Carolina,Furniture,Standing Desk,621.57,2,0.05,68.88
SO-100863,2023-01-07,CUST-1340,Home Office,East,Virginia,Furniture,Conference Table,4824.49,4,0.0,977.73
SO-100650,2025-09-28,CUST-1832,Consumer,Central,Missouri,Office Supplies,Printer Paper Case,788.01,6,0.15,95.14
SO-100479,2023-06-09,CUST-1587,Corporate,Central,Missouri,Technology,Laptop Pro 14,4914.07,3,0.0,1134.2
SO-101092,2025-11-05,CUST-1229,Consumer,Central,Missouri,Office Supplies,Toner Cartridge,125.94,2,0.1,28.85
SO-101905,2025-09-16,CUST-1288,Corporate,South,Florida,Technology,Laptop Pro 14,3212.34,3,0.05,819.85
SO-100633,2023-09-01,CUST-1497,Consumer,Central,Ohio,Technology,Cloud Security Suite,187.67,1,0.0,63.47
SO-100044,2025-02-18,CUST-1279,Consumer,West,Oregon,Furniture,Filing Cabinet,2695.38,4,0.15,415.07
SO-101491,2024-06-01,CUST-1115,Home Office,East,Pennsylvania,Office Supplies,Premium Notebook Pack,169.13,1,0.0,36.13
SO-100749,2024-01-21,CUST-1266,Home Office,East,Pennsylvania,Furniture,Standing Desk,1553.75,2,0.1,153.43
SO-101709,2024-09-05,CUST-1008,Consumer,West,Oregon,Technology,Laptop Pro 14,695.23,4,0.05,92.59
SO-100045,2025-06-11,CUST-1403,Consumer,West,Arizona,Office Supplies,Desk Organizer,819.91,5,0.2,138.22
SO-101136,2024-02-08,CUST-1173,Consumer,South,North Carolina,Office Supplies,Printer Paper Case,992.58,10,0.05,195.17
SO-100743,2025-11-09,CUST-1719,Corporate,East,Virginia,Furniture,Conference Table,947.39,1,0.05,108.86
SO-100171,2025-02-04,CUST-1540,Home Office,West,Colorado,Office Supplies,Premium Notebook Pack,817.86,4,0.05,188.73
SO-100787,2025-03-18,CUST-1768,Consumer,Central,Illinois,Technology,Wireless Keyboard,2653.32,3,0.0,755.83
SO-101224,2023-12-11,CUST-1024,Consumer,South,Georgia,Technology,Cloud Security Suite,1075.85,2,0.0,279.82
SO-101809,2023-02-17,CUST-1891,Corporate,West,California,Furniture,Conference Table,2200.44,2,0.05,265.09
SO-101889,2023-03-11,CUST-1418,Consumer,Central,Michigan,Technology,Laptop Pro 14,1052.38,4,0.0,344.18
SO-101318,2025-12-21,CUST-1317,Corporate,East,New Jersey,Technology,Wireless Keyboard,3066.29,3,0.3,176.66
SO-100219,2023-12-09,CUST-1784,Corporate,East,New York,Technology,Laptop Pro 14,1745.26,3,0.0,403.97
SO-100701,2024-07-24,CUST-1870,Consumer,Central,Michigan,Office Supplies,Desk Organizer,189.04,3,0.3,-18.63
SO-101334,2024-06-24,CUST-1354,Consumer,Central,Missouri,Office Supplies,Desk Organizer,1389.61,6,0.1,165.56
SO-101711,2024-04-15,CUST-1675,Home Office,Central,Illinois,Furniture,Bookcase,2266.87,2,0.0,465.0
SO-100818,2024-02-13,CUST-1481,Consumer,West,California,Office Supplies,Desk Organizer,263.35,4,0.0,50.28
SO-100174,2024-09-23,CUST-1070,Consumer,Central,Ohio,Technology,Wireless Keyboard,1091.56,1,0.0,166.74
SO-102282,2025-03-28,CUST-1338,Home Office,Central,Missouri,Technology,Noise-Canceling Headset,859.32,6,0.1,237.21
SO-101248,2025-08-08,CUST-1492,Corporate,South,Florida,Furniture,Filing Cabinet,2122.84,2,0.0,200.83
SO-101925,2024-09-07,CUST-1270,Corporate,South,Tennessee,Furniture,Filing Cabinet,3747.01,3,0.0,517.12
SO-101056,2024-08-23,CUST-1112,Home Office,West,Arizona,Furniture,Standing Desk,9476.81,8,0.1,1714.5
SO-102414,2025-09-26,CUST-1215,Corporate,East,New York,Office Supplies,Printer Paper Case,1528.95,8,0.0,200.09
SO-102259,2024-01-16,CUST-1056,Home Office,West,Oregon,Technology,USB-C Docking Station,3789.26,3,0.0,1223.65
SO-100510,2023-07-20,CUST-1624,Home Office,East,New Jersey,Technology,Wireless Keyboard,730.59,3,0.0,165.97
SO-100421,2023-10-04,CUST-1440,Corporate,West,Washington,Office Supplies,Premium Notebook Pack,1526.06,10,0.05,192.04
SO-101287,2023-09-03,CUST-1115,Consumer,South,Georgia,Technology,Wireless Keyboard,4937.04,4,0.1,594.58
SO-101388,2023-08-20,CUST-1372,Corporate,South,Louisiana,Technology,Noise-Canceling Headset,3038.96,2,0.0,907.71
SO-102156,2024-08-18,CUST-1611,Corporate,East,New Jersey,Furniture,Standing Desk,2846.42,3,0.0,674.11
SO-100112,2025-10-08,CUST-1450,Corporate,West,Colorado,Furniture,Bookcase,9305.34,10,0.0,2370.77
SO-100213,2024-11-08,CUST-1460,Consumer,West,Arizona,Furniture,Standing Desk,1320.4,4,0.0,280.89
SO-101242,2024-11-07,CUST-1042,Corporate,Central,Ohio,Office Supplies,Premium Notebook Pack,280.09,6,0.0,49.51
SO-101823,2025-08-02,CUST-1241,Corporate,Central,Michigan,Office Supplies,Ballpoint Pen Set,392.68,2,0.0,115.51
SO-100255,2024-06-14,CUST-1472,Consumer,South,Florida,Technology,USB-C Docking Station,1257.68,1,0.15,293.7
SO-101453,2024-05-23,CUST-1594,Corporate,East,Massachusetts,Office Supplies,Toner Cartridge,319.65,2,0.0,38.81
SO-100431,2024-05-07,CUST-1207,Home Office,West,Arizona,Office Supplies,Ballpoint Pen Set,117.16,1,0.1,18.1
SO-101573,2025-10-17,CUST-1455,Consumer,East,New Jersey,Office Supplies,Printer Paper Case,392.18,2,0.0,97.41
SO-102387,2024-09-21,CUST-1662,Home Office,East,Virginia,Office Supplies,Premium Notebook Pack,472.07,3,0.1,35.62
SO-102041,2023-01-09,CUST-1139,Corporate,East,Virginia,Office Supplies,Ballpoint Pen Set,31.38,1,0.05,7.75
SO-101563,2024-05-08,CUST-1399,Home Office,East,Massachusetts,Furniture,Filing Cabinet,1218.06,10,0.0,286.78
SO-102142,2023-01-02,CUST-1444,Corporate,West,Colorado,Office Supplies,Toner Cartridge,153.65,1,0.0,30.01
SO-100409,2023-06-13,CUST-1751,Consumer,West,California,Office Supplies,Desk Organizer,1157.96,5,0.0,258.67
SO-101085,2025-09-21,CUST-1573,Home Office,West,Arizona,Office Supplies,Premium Notebook Pack,91.0,1,0.05,22.96
SO-101449,2023-05-07,CUST-1087,Corporate,South,North Carolina,Furniture,Conference Table,601.25,1,0.15,90.0
SO-101303,2023-07-19,CUST-1202,Consumer,South,Louisiana,Technology,Wireless Keyboard,1501.49,1,0.0,264.08
SO-101310,2023-10-04,CUST-1551,Corporate,East,Pennsylvania,Technology,Wireless Keyboard,445.41,1,0.15,81.53
SO-100950,2025-10-30,CUST-1620,Consumer,Central,Ohio,Office Supplies,Toner Cartridge,155.27,1,0.1,33.1
SO-102067,2023-10-16,CUST-1252,Consumer,South,Georgia,Furniture,Ergonomic Office Chair,890.37,2,0.0,88.96
SO-102229,2025-02-24,CUST-1777,Corporate,South,Georgia,Technology,USB-C Docking Station,972.23,2,0.15,170.5
SO-101729,2024-04-06,CUST-1219,Home Office,Central,Michigan,Office Supplies,Premium Notebook Pack,52.16,1,0.1,2.75
SO-101849,2023-05-18,CUST-1486,Home Office,West,Oregon,Technology,Cloud Security Suite,5668.39,4,0.05,1739.63
SO-100582,2023-06-18,CUST-1752,Corporate,East,Pennsylvania,Office Supplies,Premium Notebook Pack,810.47,4,0.15,62.24
SO-102477,2023-11-25,CUST-1032,Consumer,West,Colorado,Office Supplies,Premium Notebook Pack,306.73,5,0.05,42.57
SO-100240,2023-08-26,CUST-1535,Consumer,West,Colorado,Office Supplies,Premium Notebook Pack,145.76,4,0.1,9.05
SO-102211,2024-01-13,CUST-1720,Corporate,West,California,Office Supplies,Ballpoint Pen Set,937.29,5,0.2,173.82
SO-100938,2025-06-06,CUST-1225,Consumer,East,Virginia,Office Supplies,Printer Paper Case,798.53,3,0.0,173.5
SO-102299,2023-11-14,CUST-1420,Consumer,East,Massachusetts,Furniture,Bookcase,957.37,1,0.15,96.58
SO-100499,2023-08-31,CUST-1669,Consumer,East,Virginia,Office Supplies,Toner Cartridge,116.44,3,0.2,1.08
SO-101379,2025-11-01,CUST-1697,Home Office,West,Washington,Technology,Noise-Canceling Headset,2940.38,3,0.1,710.04
SO-100441,2024-10-24,CUST-1167,Consumer,West,Washington,Office Supplies,Premium Notebook Pack,248.05,1,0.0,56.98
SO-101178,2023-09-03,CUST-1487,Consumer,West,Oregon,Office Supplies,Premium Notebook Pack,85.53,3,0.3,-0.4
SO-100508,2025-06-09,CUST-1527,Corporate,East,Virginia,Office Supplies,Printer Paper Case,34.58,1,0.05,3.9
SO-100862,2025-04-08,CUST-1294,Consumer,West,California,Office Supplies,Ballpoint Pen Set,142.69,1,0.0,32.44
SO-100189,2023-05-01,CUST-1517,Home Office,West,California,Office Supplies,Printer Paper Case,600.85,5,0.0,145.07
SO-101502,2023-08-31,CUST-1465,Corporate,West,Arizona,Technology,Laptop Pro 14,2229.82,3,0.0,514.43
SO-101371,2023-02-01,CUST-1695,Consumer,West,California,Technology,Wireless Keyboard,1269.46,3,0.0,218.15
SO-100195,2024-07-28,CUST-1078,Corporate,South,Louisiana,Technology,Cloud Security Suite,146.31,1,0.0,44.5
SO-102455,2025-09-05,CUST-1192,Corporate,South,North Carolina,Technology,Laptop Pro 14,1545.63,2,0.0,467.23
SO-101763,2023-12-02,CUST-1103,Corporate,West,Colorado,Technology,USB-C Docking Station,2457.35,2,0.0,746.23
SO-101030,2025-07-23,CUST-1270,Corporate,South,North Carolina,Furniture,Filing Cabinet,1738.37,2,0.05,178.12
SO-101933,2023-04-28,CUST-1852,Consumer,South,Tennessee,Furniture,Bookcase,632.36,1,0.3,-30.42
SO-100197,2024-12-09,CUST-1279,Consumer,East,New Jersey,Technology,Noise-Canceling Headset,11295.44,8,0.0,3328.89
SO-101256,2024-09-19,CUST-1060,Consumer,West,Arizona,Office Supplies,Ballpoint Pen Set,179.76,1,0.05,39.84
SO-100097,2023-10-31,CUST-1812,Corporate,East,Massachusetts,Furniture,Conference Table,1757.67,3,0.0,300.56
SO-102111,2023-12-01,CUST-1552,Consumer,West,Arizona,Technology,USB-C Docking Station,6564.43,4,0.0,975.89
SO-101962,2023-02-05,CUST-1624,Consumer,West,Oregon,Technology,Noise-Canceling Headset,5206.35,4,0.05,1149.71
SO-100436,2024-04-08,CUST-1449,Home Office,East,New York,Office Supplies,Premium Notebook Pack,1889.31,10,0.1,82.06
SO-102317,2025-09-22,CUST-1791,Home Office,Central,Michigan,Technology,Noise-Canceling Headset,568.34,2,0.0,169.07
SO-102405,2024-12-08,CUST-1481,Corporate,South,North Carolina,Technology,Cloud Security Suite,2064.39,2,0.1,187.91
SO-100611,2023-03-17,CUST-1274,Corporate,West,Arizona,Office Supplies,Desk Organizer,71.08,1,0.0,15.3
SO-102084,2024-01-30,CUST-1894,Home Office,East,New York,Technology,Cloud Security Suite,2553.28,2,0.1,487.17
SO-100252,2023-11-19,CUST-1405,Home Office,South,North Carolina,Office Supplies,Printer Paper Case,332.43,5,0.0,80.52
SO-101953,2024-08-19,CUST-1788,Consumer,Central,Michigan,Furniture,Conference Table,410.0,1,0.2,52.51
SO-102429,2024-11-20,CUST-1282,Consumer,East,New Jersey,Office Supplies,Printer Paper Case,239.15,1,0.0,49.13
SO-101846,2023-03-08,CUST-1227,Corporate,Central,Illinois,Technology,USB-C Docking Station,550.4,3,0.1,99.12
SO-102373,2023-01-18,CUST-1346,Corporate,East,Pennsylvania,Furniture,Filing Cabinet,163.63,2,0.1,9.33
SO-101593,2023-01-31,CUST-1635,Consumer,East,New Jersey,Office Supplies,Printer Paper Case,48.71,1,0.0,7.24
SO-102423,2024-03-03,CUST-1817,Consumer,West,Arizona,Furniture,Bookcase,755.65,1,0.0,113.73
SO-101605,2024-03-29,CUST-1248,Corporate,West,Oregon,Office Supplies,Ballpoint Pen Set,279.14,2,0.2,20.61
SO-100597,2025-07-31,CUST-1749,Consumer,South,Tennessee,Office Supplies,Toner Cartridge,373.96,2,0.0,83.94
SO-102438,2023-01-03,CUST-1022,Corporate,West,Oregon,Office Supplies,Desk Organizer,223.18,2,0.15,26.5
SO-100606,2024-06-15,CUST-1762,Consumer,South,Florida,Technology,USB-C Docking Station,300.22,1,0.05,73.92
SO-102194,2024-09-10,CUST-1468,Home Office,West,Arizona,Technology,USB-C Docking Station,464.05,1,0.0,128.08
SO-102233,2025-04-03,CUST-1717,Home Office,Central,Missouri,Furniture,Bookcase,2261.89,3,0.05,301.83
SO-101360,2023-09-24,CUST-1578,Consumer,Central,Michigan,Office Supplies,Desk Organizer,820.79,5,0.2,101.34
SO-101390,2025-05-09,CUST-1713,Consumer,West,Colorado,Office Supplies,Desk Organizer,167.74,1,0.3,-17.73
SO-101088,2023-06-18,CUST-1224,Consumer,West,Washington,Technology,Noise-Canceling Headset,3804.2,10,0.0,703.37
SO-101865,2025-02-16,CUST-1793,Home Office,Central,Michigan,Furniture,Standing Desk,5080.59,4,0.0,407.79
SO-100297,2023-10-21,CUST-1590,Corporate,West,Washington,Furniture,Standing Desk,472.28,1,0.05,41.11
SO-100211,2023-08-26,CUST-1068,Consumer,South,Georgia,Technology,Wireless Keyboard,1990.95,2,0.0,566.22
