order_id,order_date,customer_id,customer_segment,region,state,product_category,product_name,sales,quantity,discount,profit,profit_margin,order_month,average_order_value,year,month_name
SO-101550,2023-01-27,CUST-1130,Home Office,East,Pennsylvania,Technology,Wireless Keyboard,439.15,1,0.1,75.7,0.1724,2023-01,439.15,2023,January
SO-102131,2023-01-27,CUST-1744,Consumer,East,New York,Technology,Laptop Pro 14,3012.67,3,0.0,755.0,0.2506,2023-01,1004.22,2023,January
SO-100789,2023-01-28,CUST-1835,Home Office,South,Florida,Technology,Cloud Security Suite,1552.57,1,0.0,453.25,0.2919,2023-01,1552.57,2023,January
SO-100071,2023-01-29,CUST-1521,Consumer,West,California,Office Supplies,Printer Paper Case,113.49,1,0.15,11.35,0.1,2023-01,113.49,2023,January
SO-100299,2023-01-29,CUST-1313,Consumer,South,Louisiana,Office Supplies,Premium Notebook Pack,417.27,6,0.0,50.3,0.1205,2023-01,69.54,2023,January
SO-101802,2023-01-29,CUST-1777,Consumer,East,Massachusetts,Furniture,Filing Cabinet,1116.16,1,0.05,235.25,0.2108,2023-01,1116.16,2023,January
SO-101476,2023-01-31,CUST-1366,Corporate,East,Virginia,Furniture,Filing Cabinet,1111.2,1,0.2,-23.38,-0.021,2023-01,1111.2,2023,January
SO-101593,2023-01-31,CUST-1635,Consumer,East,New Jersey,Office Supplies,Printer Paper Case,48.71,1,0.0,7.24,0.1486,2023-01,48.71,2023,January
SO-100462,2023-02-01,CUST-1175,Corporate,South,Louisiana,Technology,Cloud Security Suite,1668.69,2,0.2,284.09,0.1702,2023-02,834.34,2023,February
SO-101111,2023-02-01,CUST-1399,Consumer,East,New Jersey,Office Supplies,Ballpoint Pen Set,15.79,2,0.15,2.41,0.1526,2023-02,7.9,2023,February
SO-101371,2023-02-01,CUST-1695,Consumer,West,California,Technology,Wireless Keyboard,1269.46,3,0.0,218.15,0.1718,2023-02,423.15,2023,February
SO-102342,2023-02-01,CUST-1884,Consumer,East,Pennsylvania,Office Supplies,Printer Paper Case,539.48,3,0.1,45.04,0.0835,2023-02,179.83,2023,February
SO-100128,2023-02-03,CUST-1536,Consumer,Central,Missouri,Technology,USB-C Docking Station,232.99,2,0.05,34.6,0.1485,2023-02,116.5,2023,February
SO-100130,2023-02-03,CUST-1833,Consumer,West,California,Office Supplies,Printer Paper Case,871.39,4,0.0,94.87,0.1089,2023-02,217.85,2023,February
SO-101298,2023-02-03,CUST-1697,Corporate,Central,Texas,Technology,USB-C Docking Station,1575.81,1,0.0,534.5,0.3392,2023-02,1575.81,2023,February
SO-101620,2023-02-03,CUST-1069,Corporate,East,New Jersey,Technology,Wireless Keyboard,1594.73,1,0.0,304.16,0.1907,2023-02,1594.73,2023,February
SO-101624,2023-02-03,CUST-1851,Home Office,East,Pennsylvania,Office Supplies,Premium Notebook Pack,525.64,6,0.0,138.17,0.2629,2023-02,87.61,2023,February
SO-101359,2023-02-04,CUST-1421,Consumer,South,Tennessee,Technology,Wireless Keyboard,1393.57,8,0.2,195.77,0.1405,2023-02,174.2,2023,February
SO-102262,2023-02-04,CUST-1698,Home Office,South,Georgia,Technology,Noise-Canceling Headset,927.83,1,0.0,145.13,0.1564,2023-02,927.83,2023,February
SO-101351,2023-02-05,CUST-1349,Home Office,South,North Carolina,Office Supplies,Desk Organizer,249.34,1,0.0,59.6,0.239,2023-02,249.34,2023,February
SO-101751,2023-02-05,CUST-1071,Consumer,East,New York,Technology,Noise-Canceling Headset,5150.11,3,0.0,1286.45,0.2498,2023-02,1716.7,2023,February
SO-101962,2023-02-05,CUST-1624,Consumer,West,Oregon,Technology,Noise-Canceling Headset,5206.35,4,0.05,1149.71,0.2208,2023-02,1301.59,2023,February
SO-102129,2023-02-05,CUST-1747,Consumer,West,Colorado,Office Supplies,Ballpoint Pen Set,51.76,1,0.2,2.26,0.0437,2023-02,51.76,2023,February
SO-100772,2023-02-06,CUST-1522,Home Office,Central,Texas,Furniture,Bookcase,1463.93,3,0.0,205.7,0.1405,2023-02,487.98,2023,February
SO-102376,2023-02-06,CUST-1056,Consumer,Central,Michigan,Office Supplies,Toner Cartridge,220.44,2,0.15,10.14,0.046,2023-02,110.22,2023,February
SO-102425,2023-02-06,CUST-1524,Consumer,West,Oregon,Office Supplies,Toner Cartridge,377.44,2,0.3,-6.48,-0.0172,2023-02,188.72,2023,February
SO-101272,2023-02-07,CUST-1198,Corporate,South,Louisiana,Office Supplies,Printer Paper Case,277.86,1,0.0,56.8,0.2044,2023-02,277.86,2023,February
SO-101571,2023-02-07,CUST-1094,Corporate,East,New York,Furniture,Conference Table,1294.47,1,0.0,189.39,0.1463,2023-02,1294.47,2023,February
SO-101634,2023-02-07,CUST-1699,Corporate,West,Colorado,Furniture,Conference Table,170.75,2,0.15,0.05,0.0003,2023-02,85.38,2023,February
SO-101766,2023-02-07,CUST-1084,Corporate,West,California,Office Supplies,Premium Notebook Pack,163.91,5,0.0,22.82,0.1392,2023-02,32.78,2023,February
SO-102319,2023-02-07,CUST-1737,Consumer,West,Oregon,Furniture,Filing Cabinet,826.36,1,0.1,91.01,0.1101,2023-02,826.36,2023,February
SO-102489,2023-02-07,CUST-1339,Corporate,Central,Ohio,Office Supplies,Desk Organizer,139.4,4,0.0,23.14,0.166,2023-02,34.85,2023,February
SO-100639,2023-02-08,CUST-1621,Consumer,East,Virginia,Technology,Wireless Keyboard,1702.66,4,0.2,137.62,0.0808,2023-02,425.66,2023,February
SO-102388,2023-02-08,CUST-1067,Consumer,Central,Illinois,Furniture,Filing Cabinet,3641.56,3,0.1,520.62,0.143,2023-02,1213.85,2023,February
SO-100500,2023-02-09,CUST-1625,Consumer,West,Colorado,Office Supplies,Premium Notebook Pack,28.58,3,0.2,4.84,0.1693,2023-02,9.53,2023,February
SO-101139,2023-02-09,CUST-1802,Home Office,West,Washington,Furniture,Ergonomic Office Chair,1998.61,2,0.0,291.84,0.146,2023-02,999.3,2023,February
SO-101803,2023-02-09,CUST-1189,Consumer,South,Florida,Technology,Laptop Pro 14,5158.81,4,0.2,494.57,0.0959,2023-02,1289.7,2023,February
SO-101861,2023-02-09,CUST-1551,Corporate,East,Massachusetts,Furniture,Filing Cabinet,6424.64,10,0.05,434.58,0.0676,2023-02,642.46,2023,February
SO-102383,2023-02-09,CUST-1574,Consumer,South,Tennessee,Office Supplies,Ballpoint Pen Set,167.71,1,0.15,15.17,0.0905,2023-02,167.71,2023,February
SO-102482,2023-02-09,CUST-1898,Home Office,East,Massachusetts,Technology,Laptop Pro 14,4172.35,4,0.1,996.43,0.2388,2023-02,1043.09,2023,February
SO-101649,2023-02-10,CUST-1344,Consumer,East,New Jersey,Technology,Wireless Keyboard,1306.47,1,0.0,234.3,0.1793,2023-02,1306.47,2023,February
SO-102306,2023-02-10,CUST-1379,Consumer,Central,Ohio,Technology,Wireless Keyboard,270.09,1,0.0,51.85,0.192,2023-02,270.09,2023,February
SO-101700,2023-02-12,CUST-1246,Home Office,Central,Ohio,Technology,Cloud Security Suite,1791.47,4,0.0,517.52,0.2889,2023-02,447.87,2023,February
SO-101714,2023-02-13,CUST-1784,Corporate,Central,Ohio,Office Supplies,Printer Paper Case,756.72,4,0.15,122.08,0.1613,2023-02,189.18,2023,February
SO-101810,2023-02-14,CUST-1079,Consumer,East,Virginia,Office Supplies,Printer Paper Case,808.46,5,0.0,88.36,0.1093,2023-02,161.69,2023,February
SO-102197,2023-02-14,CUST-1411,Corporate,East,Virginia,Office Supplies,Printer Paper Case,44.74,3,0.05,8.6,0.1922,2023-02,14.91,2023,February
SO-102234,2023-02-15,CUST-1536,Corporate,South,Tennessee,Technology,Cloud Security Suite,6981.95,6,0.0,2322.72,0.3327,2023-02,1163.66,2023,February
SO-100524,2023-02-16,CUST-1237,Home Office,West,Colorado,Furniture,Filing Cabinet,2006.03,3,0.0,183.21,0.0913,2023-02,668.68,2023,February
SO-100820,2023-02-16,CUST-1429,Consumer,South,Tennessee,Office Supplies,Printer Paper Case,93.11,2,0.0,25.58,0.2747,2023-02,46.56,2023,February
SO-101327,2023-02-16,CUST-1624,Consumer,Central,Texas,Furniture,Bookcase,3835.76,5,0.0,807.77,0.2106,2023-02,767.15,2023,February
SO-101698,2023-02-16,CUST-1323,Corporate,Central,Missouri,Office Supplies,Toner Cartridge,179.43,1,0.0,34.74,0.1936,2023-02,179.43,2023,February
SO-101809,2023-02-17,CUST-1891,Corporate,West,California,Furniture,Conference Table,2200.44,2,0.05,265.09,0.1205,2023-02,1100.22,2023,February
SO-102448,2023-02-18,CUST-1677,Consumer,East,New York,Technology,Cloud Security Suite,2044.31,3,0.0,379.2,0.1855,2023-02,681.44,2023,February
SO-101989,2023-02-19,CUST-1365,Consumer,South,Georgia,Office Supplies,Desk Organizer,361.54,2,0.1,39.45,0.1091,2023-02,180.77,2023,February
SO-100038,2023-02-20,CUST-1249,Corporate,East,New Jersey,Office Supplies,Desk Organizer,362.18,3,0.0,86.66,0.2393,2023-02,120.73,2023,February
SO-102434,2023-02-20,CUST-1867,Home Office,East,New York,Furniture,Ergonomic Office Chair,5004.49,5,0.15,451.46,0.0902,2023-02,1000.9,2023,February
SO-101438,2023-02-21,CUST-1556,Consumer,Central,Texas,Furniture,Filing Cabinet,496.97,2,0.0,98.36,0.1979,2023-02,248.48,2023,February
SO-102060,2023-02-21,CUST-1455,Corporate,Central,Illinois,Furniture,Ergonomic Office Chair,818.5,1,0.15,67.14,0.082,2023-02,818.5,2023,February
SO-102329,2023-02-21,CUST-1819,Consumer,West,Oregon,Office Supplies,Desk Organizer,246.64,4,0.15,46.85,0.19,2023-02,61.66,2023,February
SO-101051,2023-02-22,CUST-1518,Consumer,West,Washington,Furniture,Filing Cabinet,1315.59,4,0.05,90.4,0.0687,2023-02,328.9,2023,February
SO-101315,2023-02-22,CUST-1614,Consumer,Central,Michigan,Office Supplies,Toner Cartridge,734.42,4,0.0,85.93,0.117,2023-02,183.6,2023,February
SO-101357,2023-02-22,CUST-1417,Consumer,East,New York,Technology,Cloud Security Suite,763.73,3,0.0,219.61,0.2875,2023-02,254.58,2023,February
SO-101455,2023-02-22,CUST-1593,Consumer,East,Virginia,Technology,Laptop Pro 14,753.91,2,0.0,129.64,0.172,2023-02,376.96,2023,February
SO-101895,2023-02-22,CUST-1423,Consumer,West,Colorado,Technology,Wireless Keyboard,454.69,1,0.3,-53.01,-0.1166,2023-02,454.69,2023,February
SO-102024,2023-02-23,CUST-1559,Consumer,West,California,Furniture,Conference Table,2485.92,3,0.0,471.12,0.1895,2023-02,828.64,2023,February
SO-100878,2023-02-24,CUST-1898,Consumer,South,Tennessee,Technology,Cloud Security Suite,4324.63,3,0.0,1142.47,0.2642,2023-02,1441.54,2023,February
SO-101976,2023-02-24,CUST-1150,Consumer,Central,Ohio,Furniture,Bookcase,126.53,1,0.05,9.84,0.0778,2023-02,126.53,2023,February
SO-100046,2023-02-25,CUST-1284,Consumer,East,New Jersey,Furniture,Ergonomic Office Chair,811.5,2,0.05,88.0,0.1084,2023-02,405.75,2023,February
SO-100206,2023-02-25,CUST-1142,Home Office,South,Tennessee,Technology,Cloud Security Suite,1289.07,1,0.15,259.9,0.2016,2023-02,1289.07,2023,February
SO-100642,2023-02-25,CUST-1245,Consumer,Central,Michigan,Technology,USB-C Docking Station,2592.41,2,0.2,592.39,0.2285,2023-02,1296.2,2023,February
SO-101425,2023-02-25,CUST-1490,Home Office,East,New York,Office Supplies,Printer Paper Case,138.93,3,0.0,17.31,0.1246,2023-02,46.31,2023,February
SO-101998,2023-02-25,CUST-1889,Consumer,Central,Illinois,Office Supplies,Printer Paper Case,530.22,5,0.2,40.47,0.0763,2023-02,106.04,2023,February
SO-102011,2023-02-25,CUST-1434,Consumer,West,Arizona,Technology,Cloud Security Suite,1971.58,3,0.0,313.66,0.1591,2023-02,657.19,2023,February
SO-102098,2023-02-25,CUST-1890,Home Office,South,Florida,Office Supplies,Toner Cartridge,524.83,6,0.0,138.25,0.2634,2023-02,87.47,2023,February
SO-101798,2023-02-26,CUST-1061,Consumer,East,Virginia,Office Supplies,Desk Organizer,110.73,2,0.15,13.11,0.1184,2023-02,55.36,2023,February
SO-100634,2023-02-27,CUST-1357,Corporate,South,Georgia,Furniture,Conference Table,1065.99,1,0.15,106.32,0.0997,2023-02,1065.99,2023,February
SO-101707,2023-02-27,CUST-1826,Corporate,South,Louisiana,Office Supplies,Desk Organizer,238.96,2,0.0,32.36,0.1354,2023-02,119.48,2023,February
SO-102138,2023-02-28,CUST-1673,Consumer,Central,Texas,Furniture,Filing Cabinet,942.83,1,0.05,112.26,0.1191,2023-02,942.83,2023,February
SO-100103,2023-03-01,CUST-1031,Home Office,East,Massachusetts,Technology,Wireless Keyboard,4744.11,3,0.0,798.79,0.1684,2023-03,1581.37,2023,March
SO-102026,2023-03-01,CUST-1280,Corporate,East,New Jersey,Furniture,Filing Cabinet,552.48,4,0.15,59.39,0.1075,2023-03,138.12,2023,March
SO-100840,2023-03-02,CUST-1129,Corporate,West,Colorado,Technology,Cloud Security Suite,312.84,1,0.0,57.55,0.184,2023-03,312.84,2023,March
SO-101884,2023-03-02,CUST-1811,Consumer,East,New York,Technology,USB-C Docking Station,1598.19,1,0.05,431.38,0.2699,2023-03,1598.19,2023,March
SO-101994,2023-03-02,CUST-1386,Consumer,West,Colorado,Office Supplies,Printer Paper Case,159.73,1,0.0,30.66,0.1919,2023-03,159.73,2023,March
SO-101352,2023-03-03,CUST-1387,Consumer,West,Washington,Office Supplies,Toner Cartridge,384.05,2,0.0,98.59,0.2567,2023-03,192.02,2023,March
SO-101860,2023-03-03,CUST-1655,Corporate,East,Virginia,Office Supplies,Premium Notebook Pack,231.64,1,0.15,49.51,0.2137,2023-03,231.64,2023,March
SO-100048,2023-03-05,CUST-1785,Home Office,South,Georgia,Furniture,Standing Desk,953.73,4,0.05,85.61,0.0898,2023-03,238.43,2023,March
SO-100340,2023-03-05,CUST-1887,Consumer,West,Colorado,Office Supplies,Toner Cartridge,264.7,3,0.0,73.43,0.2774,2023-03,88.23,2023,March
SO-100558,2023-03-06,CUST-1723,Consumer,South,Florida,Technology,USB-C Docking Station,863.49,1,0.0,234.77,0.2719,2023-03,863.49,2023,March
SO-100839,2023-03-06,CUST-1620,Home Office,East,Massachusetts,Furniture,Bookcase,830.29,1,0.05,87.57,0.1055,2023-03,830.29,2023,March
SO-101867,2023-03-06,CUST-1852,Consumer,West,California,Furniture,Bookcase,2301.05,8,0.05,383.46,0.1666,2023-03,287.63,2023,March
SO-100178,2023-03-07,CUST-1893,Corporate,South,Tennessee,Office Supplies,Printer Paper Case,69.79,1,0.05,11.18,0.1602,2023-03,69.79,2023,March
SO-101419,2023-03-07,CUST-1585,Corporate,West,Oregon,Office Supplies,Desk Organizer,235.45,1,0.1,48.46,0.2058,2023-03,235.45,2023,March
SO-102215,2023-03-07,CUST-1095,Corporate,West,Colorado,Technology,Laptop Pro 14,2146.36,3,0.2,101.51,0.0473,2023-03,715.45,2023,March
SO-100518,2023-03-08,CUST-1056,Corporate,West,Oregon,Furniture,Bookcase,5648.7,5,0.0,1347.51,0.2386,2023-03,1129.74,2023,March
SO-100829,2023-03-08,CUST-1475,Consumer,Central,Ohio,Office Supplies,Toner Cartridge,106.07,1,0.05,9.67,0.0912,2023-03,106.07,2023,March
SO-101015,2023-03-08,CUST-1795,Home Office,Central,Ohio,Office Supplies,Desk Organizer,54.28,2,0.0,13.2,0.2432,2023-03,27.14,2023,March
SO-101277,2023-03-08,CUST-1140,Consumer,South,North Carolina,Furniture,Filing Cabinet,2354.44,5,0.0,315.58,0.134,2023-03,470.89,2023,March
SO-101404,2023-03-08,CUST-1889,Consumer,West,Colorado,Office Supplies,Desk Organizer,448.07,4,0.0,53.97,0.1204,2023-03,112.02,2023,March
SO-101846,2023-03-08,CUST-1227,Corporate,Central,Illinois,Technology,USB-C Docking Station,550.4,3,0.1,99.12,0.1801,2023-03,183.47,2023,March
SO-102363,2023-03-08,CUST-1235,Consumer,West,Washington,Technology,Wireless Keyboard,5079.24,4,0.0,856.46,0.1686,2023-03,1269.81,2023,March
SO-102037,2023-03-09,CUST-1760,Home Office,Central,Texas,Furniture,Standing Desk,398.61,1,0.15,11.07,0.0278,2023-03,398.61,2023,March
SO-100270,2023-03-10,CUST-1095,Consumer,West,Oregon,Technology,Cloud Security Suite,730.4,2,0.1,131.9,0.1806,2023-03,365.2,2023,March
SO-101523,2023-03-11,CUST-1239,Home Office,West,Oregon,Technology,Laptop Pro 14,3415.99,4,0.1,732.13,0.2143,2023-03,854.0,2023,March
SO-101889,2023-03-11,CUST-1418,Consumer,Central,Michigan,Technology,Laptop Pro 14,1052.38,4,0.0,344.18,0.327,2023-03,263.1,2023,March
SO-101063,2023-03-12,CUST-1011,Corporate,Central,Ohio,Office Supplies,Premium Notebook Pack,30.33,3,0.15,1.97,0.065,2023-03,10.11,2023,March
SO-101726,2023-03-12,CUST-1399,Consumer,Central,Illinois,Technology,Noise-Canceling Headset,4011.75,3,0.1,774.73,0.1931,2023-03,1337.25,2023,March
SO-102181,2023-03-12,CUST-1797,Corporate,South,North Carolina,Office Supplies,Premium Notebook Pack,483.61,3,0.05,76.0,0.1572,2023-03,161.2,2023,March
SO-100577,2023-03-13,CUST-1701,Corporate,South,Florida,Office Supplies,Premium Notebook Pack,138.26,2,0.1,23.66,0.1711,2023-03,69.13,2023,March
SO-101715,2023-03-13,CUST-1524,Corporate,East,Pennsylvania,Office Supplies,Printer Paper Case,138.68,1,0.05,28.61,0.2063,2023-03,138.68,2023,March
SO-100244,2023-03-14,CUST-1183,Consumer,West,Arizona,Technology,Cloud Security Suite,575.71,1,0.0,138.41,0.2404,2023-03,575.71,2023,March
SO-100900,2023-03-14,CUST-1106,Home Office,West,California,Furniture,Bookcase,7450.54,6,0.05,547.33,0.0735,2023-03,1241.76,2023,March
SO-100901,2023-03-14,CUST-1800,Corporate,West,Washington,Furniture,Conference Table,6676.37,6,0.0,1653.23,0.2476,2023-03,1112.73,2023,March
SO-100997,2023-03-14,CUST-1441,Corporate,Central,Michigan,Furniture,Filing Cabinet,411.94,1,0.0,86.85,0.2108,2023-03,411.94,2023,March
SO-101122,2023-03-14,CUST-1766,Consumer,West,California,Office Supplies,Desk Organizer,788.76,3,0.0,176.06,0.2232,2023-03,262.92,2023,March
SO-102413,2023-03-14,CUST-1159,Consumer,Central,Ohio,Furniture,Bookcase,750.73,1,0.05,116.9,0.1557,2023-03,750.73,2023,March
SO-100676,2023-03-16,CUST-1563,Consumer,East,Pennsylvania,Technology,Wireless Keyboard,3614.25,6,0.05,1094.29,0.3028,2023-03,602.38,2023,March
SO-100611,2023-03-17,CUST-1274,Corporate,West,Arizona,Office Supplies,Desk Organizer,71.08,1,0.0,15.3,0.2153,2023-03,71.08,2023,March
SO-102447,2023-03-17,CUST-1630,Consumer,West,California,Office Supplies,Desk Organizer,148.0,4,0.0,16.34,0.1104,2023-03,37.0,2023,March
SO-102444,2023-03-18,CUST-1650,Consumer,West,Oregon,Technology,Cloud Security Suite,3262.26,2,0.05,949.2,0.291,2023-03,1631.13,2023,March
SO-100494,2023-03-19,CUST-1864,Consumer,Central,Michigan,Technology,USB-C Docking Station,2604.95,3,0.2,307.21,0.1179,2023-03,868.32,2023,March
SO-100705,2023-03-19,CUST-1424,Home Office,East,Virginia,Furniture,Conference Table,444.65,2,0.15,-7.36,-0.0166,2023-03,222.32,2023,March
SO-102232,2023-03-19,CUST-1660,Consumer,Central,Missouri,Technology,Noise-Canceling Headset,1715.23,1,0.0,337.83,0.197,2023-03,1715.23,2023,March
SO-100359,2023-03-21,CUST-1694,Corporate,South,Louisiana,Technology,USB-C Docking Station,6998.34,6,0.05,748.91,0.107,2023-03,1166.39,2023,March
